SO2,CO,PM10,No2,O3,PM2.5
8,2,40,32,100,65
8,2,40,30,104,62
2,2,40,28,33,87
8,2,40,27,126,54
5,2,40,27,67,53
2,2,40,25,74,45
5,2,40,25,39,42
5,2,40,23,118,46
5,2,40,23,71,42
5,2,40,22,100,66
5,2,40,22,84,81
5,2,40,22,49,46
10,2,40,22,44,66
5,2,40,22,35,40
8,2,40,20,44,75
5,2,40,18,67,65
8,2,40,18,61,52
5,2,40,18,44,49
2,2,40,18,29,54
2,2,40,17,67,86
2,2,40,17,54,44
2,2,40,17,44,64
2,2,40,17,42,33
5,2,40,17,32,49
8,2,40,15,100,63
2,2,40,15,51,53
10,2,40,15,41,78
2,2,40,15,40,40
2,2,40,15,34,57
2,2,40,15,33,49
5,2,40,13,108,51
5,2,40,13,100,46
2,2,40,13,71,37
2,2,40,13,64,49
5,2,40,13,61,60
5,2,40,13,58,58
5,2,40,13,58,33
2,2,40,13,49,66
2,2,40,13,46,54
8,2,40,12,93,74
2,2,40,12,51,54
0,2,40,12,29,44
0,2,40,10,67,46
5,2,40,10,42,69
5,2,40,8,51,47
5,2,40,7,64,34
0,2,40,7,58,32
5,2,39,43,49,41
2,2,39,40,90,67
5,2,39,37,41,73
5,2,39,35,44,59
5,2,39,33,61,45
10,2,39,32,61,48
2,2,39,30,150,45
12,2,39,30,47,70
5,2,39,30,32,52
2,2,39,28,43,63
12,2,39,23,32,73
2,2,39,22,112,43
5,2,39,22,64,64
5,2,39,22,50,61
5,2,39,20,100,58
5,2,39,20,71,55
2,2,39,20,67,66
22,2,39,20,54,52
5,2,39,20,47,80
8,2,39,20,43,62
2,2,39,20,40,43
2,2,39,20,38,51
2,2,39,20,32,73
12,2,39,20,31,76
0,2,39,18,61,55
5,2,39,18,48,65
10,2,39,18,41,54
5,2,39,18,38,40
2,2,39,17,84,62
2,2,39,17,74,60
15,2,39,17,54,70
2,2,39,17,49,36
2,2,39,17,48,62
5,2,39,17,47,45
8,2,39,17,44,77
0,2,39,17,39,19
5,2,39,17,36,55
2,2,39,17,31,71
5,2,39,15,115,55
2,2,39,15,108,52
5,2,39,15,93,68
2,2,39,15,50,65
10,2,39,15,39,75
5,2,39,15,37,55
8,2,39,13,146,58
2,2,39,12,71,68
5,2,39,12,49,48
2,2,39,10,101,57
0,2,39,7,49,34
0,2,39,5,77,28
2,2,39,5,64,40
0,2,39,5,40,31
2,2,39,5,38,28
2,2,39,2,84,35
18,2,38,54,39,60
5,2,38,51,44,57
5,2,38,51,39,54
10,2,38,42,64,39
5,2,38,33,14,59
2,2,38,30,48,49
2,2,38,28,33,51
8,2,38,27,97,55
8,2,38,27,71,37
5,2,38,27,67,57
5,2,38,27,54,57
8,2,38,27,35,80
5,2,38,27,21,43
8,2,38,25,74,47
5,2,38,25,31,67
8,2,38,25,26,48
5,2,38,23,64,86
5,2,38,23,30,81
2,2,38,22,104,39
10,2,38,22,90,53
5,2,38,22,31,51
5,2,38,20,87,67
2,2,38,20,74,43
8,2,38,20,61,33
5,2,38,20,39,72
12,2,38,18,112,57
10,2,38,18,90,61
5,2,38,18,58,43
2,2,38,18,54,79
2,2,38,18,54,47
5,2,38,18,51,78
8,2,38,18,49,54
10,2,38,18,47,49
5,2,38,18,37,43
12,2,38,17,100,66
8,2,38,17,54,44
5,2,38,17,50,57
8,2,38,17,38,68
2,2,38,17,36,36
15,2,38,17,30,
2,2,38,15,101,41
2,2,38,15,101,63
5,2,38,15,45,25
5,2,38,15,41,45
10,2,38,15,25,39
8,2,38,13,101,43
2,2,38,13,74,46
5,2,38,13,67,54
2,2,38,13,50,39
2,2,38,13,44,39
5,2,38,12,112,55
2,2,38,12,80,52
0,2,38,12,71,62
2,2,38,12,50,47
5,2,38,12,50,52
5,2,38,12,41,64
2,2,38,10,129,55
5,2,38,10,108,71
5,2,38,10,61,56
2,2,38,10,49,47
0,2,38,8,87,58
2,2,38,8,71,52
2,2,38,8,50,58
2,2,38,7,100,49
2,2,38,5,77,65
0,2,38,5,42,31
5,2,38,3,104,27
5,2,37,51,41,50
2,2,37,38,84,72
2,2,37,35,32,61
10,2,37,33,34,78
10,2,37,32,31,70
5,2,37,30,77,57
2,2,37,28,64,43
2,2,37,27,87,59
5,2,37,27,64,57
5,2,37,27,58,58
5,2,37,27,38,54
5,2,37,27,32,46
12,2,37,27,29,67
2,2,37,25,51,54
8,2,37,23,36,59
2,2,37,22,41,66
5,2,37,22,34,55
8,2,37,22,33,66
12,2,37,20,87,43
5,2,37,20,74,40
2,2,37,20,61,49
2,2,37,20,48,60
2,2,37,20,42,49
8,2,37,20,32,40
2,2,37,18,136,56
5,2,37,18,64,52
2,2,37,18,61,57
10,2,37,18,49,46
5,2,37,18,37,83
5,2,37,17,101,42
8,2,37,17,61,44
5,2,37,17,51,56
2,2,37,17,50,29
5,2,37,17,49,56
8,2,37,17,43,64
5,2,37,15,50,62
5,2,37,15,44,57
8,2,37,15,41,51
5,2,37,13,61,42
5,2,37,13,51,64
5,2,37,13,49,49
5,2,37,13,45,61
5,2,37,13,42,30
2,2,37,12,129,63
5,2,37,12,49,52
2,2,37,10,84,60
2,2,37,10,50,45
2,2,37,8,132,59
2,2,37,8,118,67
2,2,37,7,112,36
12,2,36,45,50,44
10,2,36,40,27,68
8,2,36,38,39,43
2,2,36,37,47,47
2,2,36,33,35,37
5,2,36,32,38,53
10,2,36,30,38,56
8,2,36,30,35,51
5,2,36,28,50,43
2,2,36,28,39,68
8,2,36,27,97,49
5,2,36,27,37,57
2,2,36,27,35,33
5,2,36,27,31,39
5,2,36,27,27,79
5,2,36,25,51,60
2,2,36,23,84,42
10,2,36,23,49,47
2,2,36,23,38,45
5,2,36,23,36,54
5,2,36,23,36,82
2,2,36,23,31,32
30,2,36,23,27,77
2,2,36,23,23,39
2,2,36,22,77,44
8,2,36,22,46,67
5,2,36,22,40,81
5,2,36,22,39,44
5,2,36,22,37,64
10,2,36,22,36,87
12,2,36,22,30,81
5,2,36,20,64,49
10,2,36,20,47,37
8,2,36,20,38,44
8,2,36,20,30,72
5,2,36,18,50,44
10,2,36,18,40,75
5,2,36,18,39,56
2,2,36,18,32,30
2,2,36,17,50,54
5,2,36,17,49,62
2,2,36,17,37,39
8,2,36,17,36,69
2,2,36,15,97,48
8,2,36,15,87,52
8,2,36,15,58,74
8,2,36,15,51,46
5,2,36,15,44,67
10,2,36,15,44,67
5,2,36,15,43,55
2,2,36,15,42,53
2,2,36,15,35,40
2,2,36,15,28,81
2,2,36,13,49,75
2,2,36,13,49,19
5,2,36,13,41,59
2,2,36,13,38,49
5,2,36,12,115,49
2,2,36,12,101,70
8,2,36,12,101,70
8,2,36,12,90,60
5,2,36,12,77,57
5,2,36,12,77,59
5,2,36,12,61,56
2,2,36,12,58,63
5,2,36,12,58,49
2,2,36,12,54,60
2,2,36,12,49,35
5,2,36,12,45,47
2,2,36,12,44,63
10,2,36,12,34,73
2,2,36,10,64,27
2,2,36,10,58,59
2,2,36,7,97,66
0,2,36,7,90,73
5,2,36,7,71,60
2,2,36,7,47,30
2,2,36,5,51,41
2,2,36,5,33,22
0,2,36,3,74,70
5,2,36,2,64,53
5,2,35,47,30,52
10,2,35,40,97,36
2,2,35,40,50,44
8,2,35,40,39,48
5,2,35,38,43,52
25,2,35,37,54,59
5,2,35,37,40,38
8,2,35,35,43,55
10,2,35,33,108,37
8,2,35,33,104,70
8,2,35,33,50,47
8,2,35,33,47,45
5,2,35,33,46,48
5,2,35,33,45,51
5,2,35,33,29,53
2,2,35,32,46,54
8,2,35,32,33,61
8,2,35,30,126,68
8,2,35,30,112,73
5,2,35,30,44,62
8,2,35,30,38,36
2,2,35,30,35,44
5,2,35,28,40,91
5,2,35,28,34,51
0,2,35,27,71,38
0,2,35,27,50,34
2,2,35,27,49,54
12,2,35,27,48,61
10,2,35,27,34,62
8,2,35,25,74,58
5,2,35,25,46,56
5,2,35,25,42,45
5,2,35,25,40,43
10,2,35,25,37,40
5,2,35,23,74,43
0,2,35,23,50,36
2,2,35,23,50,38
5,2,35,23,46,48
5,2,35,23,35,48
0,2,35,23,34,48
8,2,35,22,84,42
8,2,35,22,77,61
5,2,35,22,54,59
2,2,35,22,51,41
5,2,35,22,51,71
5,2,35,22,39,87
2,2,35,20,77,42
8,2,35,20,74,38
5,2,35,20,67,40
2,2,35,20,58,34
2,2,35,20,54,37
5,2,35,20,48,41
5,2,35,20,40,52
5,2,35,20,37,49
8,2,35,18,67,44
5,2,35,18,50,36
10,2,35,18,46,33
5,2,35,18,38,46
5,2,35,18,33,72
2,2,35,17,97,
10,2,35,17,97,59
8,2,35,17,93,43
2,2,35,17,58,50
8,2,35,17,50,59
5,2,35,17,49,42
2,2,35,17,45,61
15,2,35,17,39,79
2,2,35,17,33,53
5,2,35,17,31,38
10,2,35,15,61,60
0,2,35,15,54,46
2,2,35,15,50,43
8,2,35,15,49,70
2,2,35,15,38,74
5,2,35,15,38,35
8,2,35,15,30,27
2,2,35,15,18,42
5,2,35,13,71,52
2,2,35,13,67,64
2,2,35,13,44,58
5,2,35,13,44,52
2,2,35,13,37,53
2,2,35,12,93,68
8,2,35,12,54,63
5,2,35,12,51,67
2,2,35,12,47,47
5,2,35,12,36,77
8,2,35,10,80,59
2,2,35,8,87,60
2,2,35,8,51,51
2,2,35,8,32,24
0,2,35,5,112,73
2,2,35,3,77,55
5,2,34,47,38,43
5,2,34,42,38,38
5,2,34,40,49,46
5,2,34,38,101,78
12,2,34,38,38,35
5,2,34,38,34,48
5,2,34,38,31,69
12,2,34,37,84,61
5,2,34,35,46,43
5,2,34,30,42,54
2,2,34,30,39,38
5,2,34,30,37,41
8,2,34,28,64,51
2,2,34,28,46,46
2,2,34,28,45,33
2,2,34,28,40,66
10,2,34,25,115,62
0,2,34,25,49,56
8,2,34,25,49,48
5,2,34,25,48,48
15,2,34,25,47,50
5,2,34,25,35,42
2,2,34,25,29,61
5,2,34,23,45,58
5,2,34,23,44,37
8,2,34,23,42,67
5,2,34,23,39,61
15,2,34,23,39,57
2,2,34,23,35,53
2,2,34,23,25,46
5,2,34,22,77,47
5,2,34,22,61,48
2,2,34,22,50,54
5,2,34,22,45,56
8,2,34,22,44,35
2,2,34,22,41,62
12,2,34,22,38,64
10,2,34,22,34,75
8,2,34,20,67,78
8,2,34,20,48,45
2,2,34,20,43,37
2,2,34,20,41,61
2,2,34,20,38,42
5,2,34,20,31,68
10,2,34,20,31,48
5,2,34,20,30,66
8,2,34,18,71,59
2,2,34,18,64,54
8,2,34,18,44,19
8,2,34,18,38,82
2,2,34,18,37,60
2,2,34,18,15,33
2,2,34,17,90,55
2,2,34,17,64,50
2,2,34,17,61,48
5,2,34,17,54,54
5,2,34,17,48,56
2,2,34,17,42,73
2,2,34,17,37,67
5,2,34,17,35,22
10,2,34,17,34,70
2,2,34,17,29,58
2,2,34,15,77,67
5,2,34,15,67,43
2,2,34,15,64,71
8,2,34,15,58,63
5,2,34,15,54,63
8,2,34,15,51,37
2,2,34,15,50,54
5,2,34,15,50,42
0,2,34,15,48,54
5,2,34,15,43,67
2,2,34,15,42,45
2,2,34,15,39,27
10,2,34,13,97,48
2,2,34,13,47,53
5,2,34,13,46,59
2,2,34,13,38,44
5,2,34,12,97,44
2,2,34,12,90,32
5,2,34,12,80,47
5,2,34,12,50,51
2,2,34,12,44,58
5,2,34,12,44,42
2,2,34,12,41,48
0,2,34,10,71,57
2,2,34,10,51,43
8,2,34,8,67,43
2,2,34,8,50,43
5,2,34,7,71,53
2,2,34,7,51,54
2,2,34,7,43,20
2,2,34,7,42,17
0,2,34,5,80,61
2,2,34,5,48,47
2,2,34,2,140,57
5,2,33,52,41,40
8,2,33,50,27,39
10,2,33,47,27,76
2,2,33,45,54,50
8,2,33,43,45,42
2,2,33,43,41,46
2,2,33,42,54,39
5,2,33,42,37,38
18,2,33,35,71,60
5,2,33,35,49,61
25,2,33,35,34,42
18,2,33,32,42,36
8,2,33,32,41,47
12,2,33,30,54,60
8,2,33,30,46,63
2,2,33,28,48,59
2,2,33,28,44,49
2,2,33,28,40,37
10,2,33,28,28,80
5,2,33,27,42,43
2,2,33,27,39,79
2,2,33,25,136,67
2,2,33,25,67,41
2,2,33,25,50,53
5,2,33,25,44,37
2,2,33,25,33,69
5,2,33,23,80,41
5,2,33,23,44,38
5,2,33,23,43,31
2,2,33,23,42,53
2,2,33,23,36,58
8,2,33,23,33,72
2,2,33,23,32,64
5,2,33,22,58,57
5,2,33,22,51,49
2,2,33,22,40,61
2,2,33,22,36,52
8,2,33,20,87,48
2,2,33,20,80,48
5,2,33,20,74,36
5,2,33,20,50,45
10,2,33,20,43,65
5,2,33,20,38,52
2,2,33,20,37,61
5,2,33,20,33,57
2,2,33,20,31,56
10,2,33,20,27,39
2,2,33,18,67,44
2,2,33,18,64,49
5,2,33,18,49,20
5,2,33,18,48,69
5,2,33,18,47,44
12,2,33,18,46,34
5,2,33,18,44,35
2,2,33,18,43,46
8,2,33,18,39,31
8,2,33,18,38,33
0,2,33,18,28,51
5,2,33,17,118,46
5,2,33,17,77,49
2,2,33,17,67,59
5,2,33,17,48,71
12,2,33,17,47,41
2,2,33,17,43,41
5,2,33,17,43,62
8,2,33,17,43,52
5,2,33,17,41,40
2,2,33,17,37,64
0,2,33,17,36,32
8,2,33,17,34,66
2,2,33,15,93,52
5,2,33,15,64,56
8,2,33,15,54,60
2,2,33,15,50,48
2,2,33,15,50,48
8,2,33,15,49,58
8,2,33,15,47,61
2,2,33,15,44,57
5,2,33,15,44,61
5,2,33,15,44,57
8,2,33,15,44,52
5,2,33,15,38,49
5,2,33,13,74,58
2,2,33,13,51,56
15,2,33,13,48,69
5,2,33,13,45,59
5,2,33,13,32,65
8,2,33,13,26,40
8,2,33,13,26,53
5,2,33,12,100,67
2,2,33,12,93,48
5,2,33,12,71,39
2,2,33,12,54,35
2,2,33,12,51,69
5,2,33,12,41,45
18,2,33,12,32,37
5,2,33,12,31,54
2,2,33,10,118,56
2,2,33,10,112,63
2,2,33,10,67,59
0,2,33,10,44,20
2,2,33,10,41,53
2,2,33,8,44,44
2,2,33,8,37,31
2,2,33,7,58,62
2,2,33,7,41,39
2,2,33,5,71,66
5,2,33,5,71,48
5,2,32,57,49,40
8,2,32,53,67,56
5,2,32,48,58,35
8,2,32,40,48,62
10,2,32,40,31,71
15,2,32,40,28,43
5,2,32,38,115,42
5,2,32,37,126,40
5,2,32,37,40,35
2,2,32,33,44,51
2,2,32,33,40,35
2,2,32,33,37,29
2,2,32,32,77,63
5,2,32,32,54,36
12,2,32,32,50,56
5,2,32,32,42,44
5,2,32,30,74,82
10,2,32,30,54,65
10,2,32,30,24,72
2,2,32,28,40,66
5,2,32,27,58,43
5,2,32,25,50,37
5,2,32,25,44,46
5,2,32,25,41,64
2,2,32,25,35,53
8,2,32,23,115,43
5,2,32,23,93,53
8,2,32,23,84,84
2,2,32,23,45,38
2,2,32,23,44,45
2,2,32,23,38,53
8,2,32,23,38,64
5,2,32,22,100,43
5,2,32,22,46,51
5,2,32,22,44,47
5,2,32,22,43,36
2,2,32,22,30,76
8,2,32,20,51,34
2,2,32,20,47,59
5,2,32,20,46,32
5,2,32,20,45,53
2,2,32,20,44,52
69,2,32,20,44,60
5,2,32,20,42,26
10,2,32,20,40,67
8,2,32,20,27,52
2,2,32,18,77,54
0,2,32,18,64,48
5,2,32,18,50,44
5,2,32,18,50,53
5,2,32,18,44,32
8,2,32,18,44,36
12,2,32,18,44,31
12,2,32,18,44,46
5,2,32,17,67,57
5,2,32,17,64,49
5,2,32,17,50,42
5,2,32,17,44,44
2,2,32,17,43,41
5,2,32,17,41,37
5,2,32,17,30,48
0,2,32,15,87,40
2,2,32,15,87,65
2,2,32,15,74,54
2,2,32,15,54,61
5,2,32,15,54,29
0,2,32,15,49,69
2,2,32,15,44,26
5,2,32,15,44,38
0,2,32,15,37,20
5,2,32,15,30,51
0,2,32,15,29,50
5,2,32,15,29,32
8,2,32,13,101,61
12,2,32,13,97,49
5,2,32,13,87,65
35,2,32,13,77,45
5,2,32,13,51,45
5,2,32,13,49,57
5,2,32,13,49,62
5,2,32,13,48,56
2,2,32,13,44,48
8,2,32,13,37,83
2,2,32,13,36,35
5,2,32,13,35,43
2,2,32,12,43,44
2,2,32,12,37,37
8,2,32,12,34,44
2,2,32,12,32,41
8,2,32,10,80,67
5,2,32,10,71,35
2,2,32,10,49,67
2,2,32,10,41,30
2,2,32,10,37,51
2,2,32,10,28,46
2,2,32,8,112,61
2,2,32,8,44,27
2,2,32,8,42,25
2,2,32,8,39,73
0,2,32,8,24,38
0,2,32,7,54,45
2,2,32,7,54,61
0,2,32,7,40,30
5,2,32,5,140,39
0,2,32,5,87,44
2,2,31,53,48,44
5,2,31,50,35,67
8,2,31,45,45,46
2,2,31,37,67,39
5,2,31,35,42,42
5,2,31,35,30,50
2,2,31,33,43,37
2,2,31,33,36,31
20,2,31,33,35,42
5,2,31,30,54,47
8,2,31,30,46,36
8,2,31,30,46,44
2,2,31,30,44,52
5,2,31,28,90,46
2,2,31,28,71,53
2,2,31,28,34,60
8,2,31,27,71,42
2,2,31,27,48,52
2,2,31,27,44,44
15,2,31,27,29,78
8,2,31,27,22,25
5,2,31,25,80,54
2,2,31,25,51,47
2,2,31,25,44,35
2,2,31,25,36,71
5,2,31,25,34,39
5,2,31,23,118,48
2,2,31,23,43,53
5,2,31,23,36,64
0,2,31,23,30,66
5,2,31,23,23,65
8,2,31,22,129,45
5,2,31,22,118,53
2,2,31,22,46,32
2,2,31,22,45,59
2,2,31,22,40,52
8,2,31,20,77,61
2,2,31,20,64,46
2,2,31,20,51,36
5,2,31,20,49,38
5,2,31,20,43,56
2,2,31,20,35,32
8,2,31,18,58,54
2,2,31,18,54,36
5,2,31,18,48,52
2,2,31,18,47,41
5,2,31,18,45,26
5,2,31,18,37,53
2,2,31,17,84,39
5,2,31,17,77,58
0,2,31,17,74,62
0,2,31,17,54,53
2,2,31,17,54,39
8,2,31,17,45,63
2,2,31,17,43,48
5,2,31,17,40,48
5,2,31,17,37,82
2,2,31,17,36,67
5,2,31,15,159,57
10,2,31,15,71,53
2,2,31,15,67,41
2,2,31,15,46,24
5,2,31,15,44,56
10,2,31,15,44,60
2,2,31,15,39,48
2,2,31,15,38,55
5,2,31,15,32,51
0,2,31,13,64,64
5,2,31,13,61,58
2,2,31,13,54,49
2,2,31,13,47,29
2,2,31,13,44,53
5,2,31,13,32,58
2,2,31,12,90,41
8,2,31,12,84,56
2,2,31,12,71,61
5,2,31,12,37,33
2,2,31,10,67,59
2,2,31,10,67,47
2,2,31,10,67,
2,2,31,8,164,43
2,2,31,8,84,55
2,2,31,8,47,51
2,2,31,8,39,53
2,2,31,8,38,32
0,2,31,8,27,34
0,2,31,7,64,42
2,2,31,7,35,51
2,2,31,7,32,65
2,2,31,3,108,52
0,2,31,3,51,35
2,2,31,3,48,27
10,2,30,64,71,40
15,2,30,59,38,37
15,2,30,50,41,32
8,2,30,48,49,58
0,2,30,45,44,64
10,2,30,42,77,40
2,2,30,42,37,31
2,2,30,40,38,52
2,2,30,38,44,36
5,2,30,38,37,57
10,2,30,37,47,37
8,2,30,37,34,52
2,2,30,33,34,54
2,2,30,32,44,44
8,2,30,32,44,40
2,2,30,30,77,43
5,2,30,30,31,33
0,2,30,28,43,41
2,2,30,28,29,
5,2,30,27,87,35
8,2,30,27,64,43
8,2,30,27,46,56
2,2,30,27,43,29
8,2,30,27,42,56
5,2,30,27,40,40
2,2,30,27,34,50
5,2,30,25,67,45
8,2,30,25,54,41
8,2,30,25,46,50
5,2,30,25,44,41
5,2,30,25,39,37
2,2,30,25,35,48
8,2,30,25,33,42
15,2,30,23,140,37
8,2,30,23,67,51
0,2,30,23,51,58
5,2,30,23,45,34
57,2,30,23,45,65
8,2,30,23,44,53
0,2,30,23,41,42
5,2,30,22,97,38
2,2,30,22,80,43
5,2,30,22,71,44
5,2,30,22,47,38
5,2,30,22,44,35
0,2,30,22,42,47
5,2,30,22,31,42
5,2,30,22,21,38
8,2,30,20,74,51
5,2,30,20,58,30
5,2,30,20,50,49
10,2,30,20,47,68
2,2,30,20,44,42
2,2,30,20,43,38
8,2,30,20,42,61
5,2,30,20,40,35
8,2,30,20,40,19
2,2,30,20,31,38
2,2,30,20,30,32
15,2,30,20,28,89
0,2,30,20,22,37
2,2,30,18,93,54
2,2,30,18,87,39
5,2,30,18,74,34
2,2,30,18,58,41
2,2,30,18,54,67
5,2,30,18,54,54
8,2,30,18,54,45
0,2,30,18,50,41
0,2,30,18,48,47
5,2,30,18,45,46
2,2,30,18,39,38
8,2,30,18,35,53
8,2,30,17,77,49
2,2,30,17,71,58
2,2,30,17,42,44
2,2,30,17,38,65
18,2,30,17,38,53
5,2,30,17,37,61
5,2,30,17,36,31
2,2,30,17,33,56
5,2,30,17,33,36
2,2,30,17,29,56
5,2,30,15,115,45
2,2,30,15,84,58
2,2,30,15,77,63
5,2,30,15,64,56
2,2,30,15,61,48
2,2,30,15,54,43
2,2,30,15,49,44
2,2,30,15,48,49
2,2,30,15,48,61
2,2,30,15,42,56
5,2,30,15,33,59
10,2,30,15,28,69
2,2,30,13,51,57
12,2,30,13,50,54
5,2,30,13,49,52
2,2,30,13,46,38
5,2,30,13,43,33
2,2,30,13,36,36
5,2,30,13,35,71
2,2,30,13,30,59
5,2,30,13,26,30
2,2,30,12,80,45
5,2,30,12,71,37
2,2,30,12,61,30
2,2,30,12,48,43
8,2,30,12,48,52
2,2,30,12,47,63
2,2,30,12,46,48
0,2,30,12,43,50
2,2,30,10,74,31
5,2,30,10,64,54
5,2,30,10,54,59
2,2,30,10,45,45
8,2,30,8,71,60
2,2,30,8,44,55
2,2,30,8,39,32
0,2,30,7,58,56
2,2,30,7,54,58
0,2,30,7,47,62
2,2,30,3,67,48
2,2,30,3,54,26
20,2,29,58,90,58
2,2,29,52,46,62
5,2,29,47,44,28
5,2,29,45,58,47
12,2,29,45,58,42
35,2,29,42,43,42
2,2,29,35,47,43
2,2,29,32,43,57
5,2,29,32,38,63
2,2,29,30,44,52
5,2,29,30,43,40
2,2,29,30,39,71
5,2,29,28,58,66
2,2,29,28,54,59
8,2,29,28,45,42
0,2,29,28,39,33
5,2,29,28,39,37
2,2,29,28,36,60
12,2,29,28,31,48
2,2,29,28,26,39
8,2,29,28,26,20
2,2,29,27,77,53
5,2,29,27,47,38
5,2,29,27,46,65
5,2,29,27,40,38
5,2,29,27,31,47
2,2,29,25,46,62
5,2,29,25,46,44
2,2,29,25,43,41
8,2,29,25,40,30
25,2,29,25,40,44
2,2,29,25,37,59
5,2,29,25,37,62
2,2,29,25,34,41
5,2,29,25,34,61
2,2,29,25,31,40
8,2,29,23,108,41
2,2,29,23,51,58
2,2,29,23,46,44
8,2,29,23,44,43
5,2,29,23,41,57
2,2,29,23,39,29
5,2,29,23,36,70
2,2,29,23,34,37
2,2,29,23,32,57
8,2,29,22,54,60
8,2,29,22,48,56
8,2,29,22,46,46
5,2,29,22,40,46
2,2,29,22,39,36
2,2,29,22,36,54
8,2,29,22,35,53
8,2,29,22,33,75
8,2,29,22,32,41
8,2,29,20,100,41
8,2,29,20,97,49
12,2,29,20,67,32
2,2,29,20,49,40
2,2,29,20,48,32
8,2,29,20,40,18
5,2,29,20,37,42
8,2,29,20,37,43
8,2,29,20,37,43
8,2,29,18,108,34
12,2,29,18,90,53
2,2,29,18,64,22
5,2,29,18,50,46
2,2,29,18,48,36
2,2,29,18,47,49
8,2,29,18,45,52
0,2,29,18,44,28
5,2,29,18,44,54
8,2,29,18,44,43
2,2,29,18,42,75
5,2,29,18,42,58
10,2,29,18,30,39
5,2,29,18,20,31
2,2,29,18,16,43
2,2,29,17,77,56
2,2,29,17,74,62
2,2,29,17,64,56
8,2,29,17,64,32
0,2,29,17,54,44
8,2,29,17,51,51
5,2,29,17,43,57
8,2,29,17,43,59
2,2,29,17,42,54
5,2,29,17,41,30
5,2,29,17,36,49
8,2,29,15,87,59
5,2,29,15,67,53
2,2,29,15,61,54
8,2,29,15,61,43
5,2,29,15,58,36
8,2,29,15,58,60
5,2,29,15,54,44
5,2,29,15,51,40
5,2,29,15,44,38
2,2,29,15,35,61
2,2,29,15,35,46
5,2,29,13,97,53
2,2,29,13,64,53
8,2,29,13,61,59
8,2,29,13,51,48
2,2,29,13,48,34
5,2,29,13,48,36
2,2,29,13,46,40
5,2,29,13,43,39
0,2,29,13,42,29
5,2,29,13,38,46
2,2,29,13,37,34
5,2,29,13,32,31
2,2,29,12,74,33
2,2,29,12,54,61
2,2,29,12,51,52
2,2,29,12,48,42
5,2,29,12,48,30
5,2,29,12,47,30
2,2,29,12,44,28
2,2,29,12,38,46
2,2,29,10,71,44
15,2,29,10,50,27
2,2,29,10,46,44
0,2,29,10,44,49
2,2,29,10,42,38
5,2,29,10,31,47
5,2,29,10,30,35
2,2,29,8,87,
2,2,29,8,67,28
0,2,29,8,47,30
2,2,29,7,61,37
5,2,29,5,43,52
2,2,29,2,61,44
2,2,29,2,54,43
0,2,28,43,31,16
5,2,28,42,49,45
8,2,28,42,39,32
10,2,28,38,93,41
22,2,28,38,39,36
5,2,28,38,31,32
5,2,28,37,40,62
2,2,28,37,36,32
2,2,28,35,36,29
2,2,28,33,48,24
2,2,28,32,58,39
5,2,28,32,46,36
8,2,28,32,39,49
5,2,28,30,54,42
5,2,28,30,39,32
10,2,28,30,35,31
8,2,28,28,90,41
2,2,28,28,50,48
2,2,28,28,40,64
5,2,28,28,40,36
2,2,28,28,31,43
0,2,28,28,23,64
5,2,28,27,47,31
15,2,28,27,44,54
5,2,28,27,43,60
5,2,28,27,42,42
5,2,28,27,40,50
5,2,28,27,39,43
10,2,28,27,32,43
8,2,28,25,67,50
28,2,28,25,58,43
8,2,28,25,30,41
5,2,28,25,22,53
5,2,28,23,87,42
2,2,28,23,61,43
5,2,28,23,58,64
5,2,28,23,54,67
5,2,28,23,51,53
5,2,28,23,47,51
2,2,28,23,46,37
5,2,28,23,44,47
8,2,28,23,44,32
0,2,28,23,41,35
0,2,28,23,34,54
8,2,28,23,33,36
2,2,28,23,31,38
5,2,28,23,31,64
0,2,28,23,27,52
5,2,28,23,24,47
5,2,28,22,71,47
5,2,28,22,71,33
20,2,28,22,67,56
18,2,28,22,58,42
2,2,28,22,47,36
2,2,28,22,46,41
2,2,28,22,45,56
5,2,28,22,43,41
2,2,28,22,40,32
0,2,28,22,36,38
30,2,28,22,29,37
5,2,28,20,93,44
2,2,28,20,64,33
8,2,28,20,61,52
5,2,28,20,50,53
2,2,28,20,45,58
5,2,28,20,45,67
2,2,28,20,41,36
18,2,28,20,40,49
5,2,28,20,39,62
2,2,28,20,38,32
45,2,28,20,38,40
10,2,28,20,36,25
2,2,28,20,34,62
5,2,28,20,33,61
2,2,28,20,32,54
2,2,28,18,80,54
5,2,28,18,71,35
5,2,28,18,58,46
0,2,28,18,50,31
18,2,28,18,48,20
5,2,28,18,47,63
5,2,28,18,45,63
10,2,28,18,45,51
2,2,28,18,43,56
2,2,28,18,43,51
5,2,28,18,42,62
2,2,28,18,40,32
2,2,28,18,35,71
2,2,28,18,34,53
5,2,28,18,34,50
30,2,28,18,19,36
5,2,28,17,80,58
2,2,28,17,77,33
2,2,28,17,61,48
2,2,28,17,61,44
5,2,28,17,48,35
5,2,28,17,48,41
8,2,28,17,47,32
8,2,28,17,44,21
0,2,28,17,43,51
2,2,28,17,37,35
2,2,28,17,35,49
5,2,28,17,32,36
8,2,28,15,101,60
5,2,28,15,80,51
5,2,28,15,58,44
5,2,28,15,51,53
2,2,28,15,44,39
0,2,28,15,38,49
5,2,28,15,36,36
2,2,28,15,31,50
2,2,28,15,27,38
2,2,28,13,50,39
5,2,28,13,47,62
