SO2,CO,PM10,No2,O3,PM2.5
5,5,46,32,29,76
5,5,46,30,132,84
2,5,46,30,58,85
5,5,46,30,38,76
8,5,46,28,164,77
5,5,46,28,77,74
2,5,46,28,50,64
22,5,46,28,44,66
8,5,46,27,93,78
5,5,46,27,46,83
12,5,46,25,122,61
2,5,46,25,44,82
8,5,46,23,97,64
8,5,46,23,42,118
10,5,46,23,39,66
2,5,46,23,33,78
5,5,46,23,33,66
2,5,46,22,93,78
2,5,46,22,58,70
8,5,46,22,40,91
2,5,46,20,44,83
2,5,46,18,47,70
15,5,46,17,90,82
5,5,46,17,74,95
8,5,46,17,46,87
2,5,46,17,44,88
2,5,46,15,34,99
2,5,46,10,140,73
5,5,45,67,49,69
8,5,45,55,49,63
5,5,45,52,42,69
8,5,45,52,42,74
5,5,45,52,40,99
8,5,45,52,39,71
8,5,45,50,97,85
10,5,45,50,47,64
5,5,45,48,100,64
12,5,45,48,97,78
2,5,45,48,37,84
8,5,45,47,54,76
10,5,45,47,54,72
5,5,45,47,48,75
5,5,45,47,44,63
8,5,45,47,44,63
5,5,45,43,38,99
8,5,45,42,80,79
5,5,45,42,50,72
2,5,45,40,45,67
12,5,45,38,44,71
8,5,45,38,39,74
5,5,45,37,58,59
2,5,45,37,47,60
2,5,45,37,46,82
5,5,45,37,46,63
5,5,45,37,42,72
5,5,45,35,77,71
2,5,45,35,71,79
5,5,45,35,49,67
8,5,45,33,112,74
5,5,45,33,51,73
2,5,45,33,44,79
5,5,45,33,42,98
5,5,45,32,74,81
10,5,45,32,51,73
5,5,45,32,40,71
2,5,45,30,48,64
2,5,45,30,42,56
22,5,45,30,39,77
10,5,45,28,140,66
5,5,45,28,44,73
8,5,45,28,41,66
12,5,45,28,31,52
2,5,45,28,29,56
5,5,45,27,129,78
5,5,45,27,87,84
12,5,45,27,84,67
5,5,45,27,54,61
2,5,45,27,43,86
15,5,45,25,143,63
2,5,45,25,77,69
5,5,45,25,35,62
8,5,45,23,136,73
5,5,45,23,100,71
10,5,45,23,100,69
10,5,45,23,84,63
8,5,45,23,77,56
12,5,45,23,40,70
5,5,45,22,90,73
8,5,45,22,90,67
5,5,45,22,51,82
2,5,45,22,42,97
2,5,45,22,39,84
8,5,45,22,37,58
18,5,45,20,177,83
2,5,45,20,39,99
5,5,45,18,61,85
2,5,45,15,58,77
12,5,44,63,71,64
8,5,44,60,47,70
8,5,44,60,29,69
2,5,44,55,84,85
8,5,44,55,64,64
5,5,44,54,44,83
8,5,44,52,31,68
10,5,44,51,108,67
8,5,44,51,44,64
8,5,44,47,58,72
8,5,44,47,47,77
8,5,44,47,45,69
8,5,44,47,34,72
5,5,44,45,67,70
12,5,44,43,84,47
2,5,44,43,80,76
18,5,44,43,74,68
8,5,44,43,58,85
5,5,44,43,27,64
5,5,44,42,80,78
5,5,44,40,115,68
5,5,44,40,23,44
32,5,44,40,23,73
8,5,44,38,49,66
5,5,44,38,44,84
0,5,44,38,36,54
10,5,44,38,32,76
5,5,44,37,77,85
2,5,44,37,58,80
8,5,44,37,58,82
18,5,44,37,51,64
2,5,44,37,39,61
2,5,44,37,24,59
20,5,44,35,122,83
8,5,44,33,136,72
5,5,44,33,101,63
2,5,44,33,84,70
5,5,44,33,74,73
5,5,44,33,71,80
22,5,44,33,58,82
2,5,44,33,45,98
10,5,44,32,112,62
5,5,44,32,93,71
8,5,44,32,90,84
2,5,44,32,84,71
18,5,44,32,67,68
2,5,44,32,48,63
2,5,44,32,29,74
5,5,44,32,27,52
5,5,44,30,100,58
5,5,44,30,47,71
2,5,44,30,44,64
5,5,44,30,30,69
2,5,44,30,17,73
10,5,44,28,84,62
5,5,44,28,46,51
5,5,44,27,87,61
5,5,44,27,54,63
8,5,44,27,51,89
2,5,44,27,44,76
5,5,44,25,58,62
8,5,44,23,50,83
78,5,44,22,74,82
2,5,44,22,42,79
5,5,44,20,90,79
2,5,44,20,51,82
8,5,44,20,46,62
15,5,44,17,64,69
2,5,44,17,54,71
0,5,44,15,39,92
2,5,43,57,34,70
2,5,43,54,39,74
25,5,43,52,90,78
5,5,43,52,84,66
5,5,43,52,64,70
25,5,43,52,49,62
10,5,43,51,71,75
10,5,43,50,71,63
8,5,43,50,25,61
5,5,43,48,80,61
2,5,43,48,49,67
8,5,43,45,115,59
20,5,43,45,46,79
8,5,43,43,129,63
71,5,43,43,87,80
10,5,43,43,84,65
2,5,43,43,64,81
30,5,43,43,41,46
5,5,43,43,40,68
28,5,43,40,77,61
5,5,43,40,74,67
5,5,43,40,36,70
5,5,43,40,35,84
20,5,43,38,74,68
8,5,43,38,67,58
8,5,43,38,58,69
5,5,43,38,35,55
5,5,43,37,104,77
10,5,43,37,90,61
5,5,43,37,80,64
10,5,43,37,48,81
8,5,43,33,132,55
5,5,43,33,126,73
10,5,43,33,77,50
5,5,43,33,43,59
2,5,43,33,40,85
2,5,43,32,64,67
5,5,43,32,61,84
5,5,43,32,54,65
5,5,43,32,45,72
8,5,43,32,44,79
8,5,43,32,44,62
10,5,43,30,112,66
2,5,43,30,47,96
5,5,43,30,47,70
8,5,43,30,46,53
5,5,43,30,45,74
5,5,43,28,100,75
10,5,43,28,90,64
5,5,43,28,84,55
8,5,43,28,74,78
12,5,43,28,67,66
2,5,43,28,51,56
5,5,43,28,51,73
2,5,43,28,42,70
2,5,43,27,97,59
5,5,43,27,48,61
5,5,43,27,42,54
2,5,43,27,39,81
2,5,43,25,32,74
12,5,43,23,84,69
5,5,43,23,74,74
5,5,43,23,61,82
2,5,43,23,45,76
5,5,43,23,34,64
12,5,43,22,101,59
18,5,43,22,71,72
2,5,43,22,61,67
18,5,43,20,115,84
2,5,43,20,74,59
2,5,43,20,45,68
10,5,43,18,118,77
2,5,43,18,44,82
10,5,43,17,100,70
2,5,43,17,16,74
5,5,43,15,49,95
5,5,43,7,71,95
12,5,42,54,100,69
15,5,42,53,108,71
5,5,42,52,61,69
5,5,42,52,54,72
5,5,42,52,35,75
5,5,42,52,34,70
12,5,42,51,151,56
8,5,42,51,43,74
8,5,42,51,27,53
12,5,42,50,48,74
15,5,42,50,46,70
5,5,42,50,24,57
5,5,42,48,50,63
5,5,42,48,44,57
32,5,42,48,27,71
12,5,42,45,41,86
2,5,42,45,29,81
5,5,42,45,22,72
5,5,42,43,80,83
5,5,42,43,49,67
2,5,42,43,41,67
5,5,42,43,17,56
5,5,42,42,84,93
8,5,42,42,51,62
10,5,42,42,44,71
2,5,42,42,36,59
10,5,42,42,33,67
5,5,42,42,19,52
8,5,42,40,44,83
8,5,42,38,58,70
8,5,42,38,44,78
2,5,42,37,48,79
5,5,42,37,45,84
2,5,42,35,90,68
5,5,42,35,71,79
8,5,42,35,45,68
5,5,42,33,71,77
8,5,42,33,37,73
8,5,42,33,33,74
2,5,42,33,28,47
5,5,42,33,28,42
8,5,42,32,126,69
2,5,42,32,77,55
5,5,42,32,67,69
8,5,42,32,64,78
8,5,42,30,161,60
0,5,42,30,104,57
50,5,42,30,49,70
5,5,42,30,40,103
25,5,42,30,36,59
2,5,42,30,33,78
10,5,42,28,46,54
5,5,42,28,44,61
2,5,42,28,33,74
5,5,42,27,48,71
2,5,42,27,37,90
5,5,42,25,61,65
10,5,42,25,51,71
5,5,42,25,38,46
2,5,42,23,93,68
5,5,42,23,51,60
8,5,42,22,100,69
2,5,42,22,67,86
12,5,42,20,112,72
8,5,42,20,80,66
5,5,42,20,44,83
2,5,42,20,38,65
5,5,42,18,100,77
8,5,42,17,61,74
2,5,42,17,38,71
12,5,42,15,129,65
5,5,42,12,80,
18,5,41,57,44,69
8,5,41,52,100,52
30,5,41,50,16,76
5,5,41,48,41,67
5,5,41,47,112,56
8,5,41,47,77,72
8,5,41,47,44,71
5,5,41,47,18,75
2,5,41,45,35,44
8,5,41,45,26,82
8,5,41,43,61,64
2,5,41,43,48,67
8,5,41,43,46,53
5,5,41,43,42,60
2,5,41,43,38,66
2,5,41,43,36,61
5,5,41,42,90,69
2,5,41,42,61,73
5,5,41,42,46,67
2,5,41,42,34,66
2,5,41,42,33,62
5,5,41,40,50,66
8,5,41,40,44,62
5,5,41,38,50,62
2,5,41,37,54,74
8,5,41,37,48,63
5,5,41,37,47,81
8,5,41,37,44,84
10,5,41,37,42,74
2,5,41,37,24,59
2,5,41,37,16,74
10,5,41,35,97,61
8,5,41,35,36,59
10,5,41,33,71,59
8,5,41,33,61,67
8,5,41,33,51,70
2,5,41,33,44,78
8,5,41,33,35,67
2,5,41,33,31,69
5,5,41,32,54,67
8,5,41,32,54,65
2,5,41,32,39,63
5,5,41,30,118,63
2,5,41,30,67,62
12,5,41,30,50,59
5,5,41,30,41,69
25,5,41,30,39,45
8,5,41,28,84,68
8,5,41,28,84,71
5,5,41,28,51,60
25,5,41,28,51,39
2,5,41,28,46,43
2,5,41,28,42,81
2,5,41,28,41,73
10,5,41,28,36,74
2,5,41,27,101,55
15,5,41,27,58,78
2,5,41,27,44,53
5,5,41,27,42,54
2,5,41,27,40,58
10,5,41,25,74,77
10,5,41,25,58,71
2,5,41,25,50,56
5,5,41,25,44,57
2,5,41,25,42,76
5,5,41,25,37,69
5,5,41,25,36,53
10,5,41,23,129,62
8,5,41,23,126,56
5,5,41,23,77,55
5,5,41,23,64,64
5,5,41,23,61,74
2,5,41,23,51,87
10,5,41,23,42,75
2,5,41,22,39,96
8,5,41,22,33,61
5,5,41,20,129,77
5,5,41,20,64,87
2,5,41,20,44,89
2,5,41,18,93,67
5,5,41,18,46,61
2,5,41,18,33,81
5,5,41,17,32,66
2,5,41,12,177,85
2,5,41,12,36,85
2,5,41,8,48,99
2,5,41,7,84,98
5,5,40,64,41,70
2,5,40,58,64,55
8,5,40,54,46,56
5,5,40,53,46,63
5,5,40,53,31,65
2,5,40,52,61,70
8,5,40,52,42,59
8,5,40,52,32,60
20,5,40,50,51,71
5,5,40,48,37,59
2,5,40,47,115,59
2,5,40,45,40,64
5,5,40,45,36,63
2,5,40,43,51,65
10,5,40,43,44,72
8,5,40,42,61,61
2,5,40,42,34,82
2,5,40,40,51,78
5,5,40,40,51,63
2,5,40,40,44,59
12,5,40,40,43,66
5,5,40,40,39,76
5,5,40,38,58,69
5,5,40,38,40,63
2,5,40,38,31,69
12,5,40,38,28,51
2,5,40,38,15,54
15,5,40,37,108,66
15,5,40,37,67,66
5,5,40,37,44,81
8,5,40,37,44,73
12,5,40,37,41,57
5,5,40,37,40,70
8,5,40,35,51,63
5,5,40,35,45,64
2,5,40,35,20,77
12,5,40,33,97,75
10,5,40,33,64,65
8,5,40,33,50,57
12,5,40,33,46,77
2,5,40,33,44,55
25,5,40,33,38,78
5,5,40,33,32,58
10,5,40,33,31,64
15,5,40,32,77,37
5,5,40,32,61,70
5,5,40,32,47,72
5,5,40,32,31,58
8,5,40,30,80,83
8,5,40,30,61,68
2,5,40,30,49,72
5,5,40,30,49,74
8,5,40,28,71,63
2,5,40,28,48,65
2,5,40,28,41,70
0,5,40,28,36,79
2,5,40,27,48,64
5,5,40,27,37,80
2,5,40,25,84,66
5,5,40,25,58,73
2,5,40,25,33,55
5,5,40,23,97,75
5,5,40,23,90,62
2,5,40,23,84,83
15,5,40,23,77,67
8,5,40,23,61,80
8,5,40,23,58,64
2,5,40,23,41,47
5,5,40,23,40,87
8,5,40,22,42,73
2,5,40,22,37,85
5,5,40,22,35,75
2,5,40,22,31,62
8,5,40,20,146,70
5,5,40,20,132,70
2,5,40,20,100,59
8,5,40,20,74,69
8,5,40,20,30,40
5,5,40,18,132,69
5,5,40,18,80,54
2,5,40,18,30,55
2,5,40,17,58,78
5,5,40,17,36,34
2,5,40,15,54,80
18,5,39,62,44,84
5,5,39,60,40,57
5,5,39,55,58,65
2,5,39,55,40,64
2,5,39,52,93,69
2,5,39,52,46,81
5,5,39,51,48,83
8,5,39,50,49,56
5,5,39,50,45,79
2,5,39,50,41,60
5,5,39,48,140,74
2,5,39,48,84,66
5,5,39,48,77,66
10,5,39,48,47,69
10,5,39,48,34,59
8,5,39,47,38,78
2,5,39,47,17,79
8,5,39,45,44,88
10,5,39,45,43,67
5,5,39,43,80,63
5,5,39,43,67,67
8,5,39,43,64,56
5,5,39,43,45,86
8,5,39,43,19,57
2,5,39,42,87,61
5,5,39,42,44,62
8,5,39,42,34,56
12,5,39,40,71,69
2,5,39,40,64,71
12,5,39,40,61,69
12,5,39,40,50,79
2,5,39,40,44,78
5,5,39,40,36,58
2,5,39,40,31,71
35,5,39,38,35,57
2,5,39,38,34,61
5,5,39,38,32,77
5,5,39,37,100,65
5,5,39,37,54,78
8,5,39,37,54,81
0,5,39,37,51,60
2,5,39,37,45,77
5,5,39,35,80,58
2,5,39,35,46,61
5,5,39,35,46,71
2,5,39,35,37,55
2,5,39,35,35,68
2,5,39,33,87,74
5,5,39,33,49,81
5,5,39,33,46,66
2,5,39,33,41,69
5,5,39,33,38,66
5,5,39,33,34,72
2,5,39,32,77,67
8,5,39,32,58,70
2,5,39,32,48,59
5,5,39,32,43,57
55,5,39,32,43,69
0,5,39,32,40,53
2,5,39,32,32,67
5,5,39,32,30,53
2,5,39,32,16,61
2,5,39,30,48,47
10,5,39,30,46,59
5,5,39,28,67,72
5,5,39,28,48,81
10,5,39,28,44,67
5,5,39,28,41,55
2,5,39,27,80,50
2,5,39,27,64,58
5,5,39,27,58,65
10,5,39,25,50,78
8,5,39,25,41,59
8,5,39,25,35,52
8,5,39,23,61,67
2,5,39,23,51,64
5,5,39,23,44,71
5,5,39,22,64,74
2,5,39,22,61,74
2,5,39,22,41,80
10,5,39,22,39,52
5,5,39,20,54,62
10,5,39,20,50,63
2,5,39,15,115,62
5,5,39,15,97,81
10,5,39,15,90,65
2,5,39,15,40,68
2,5,39,10,74,84
5,5,38,57,74,74
2,5,38,57,45,64
8,5,38,55,43,46
8,5,38,55,39,70
10,5,38,53,46,64
15,5,38,53,22,82
12,5,38,52,146,61
8,5,38,52,143,55
8,5,38,52,24,75
5,5,38,52,20,63
2,5,38,52,17,76
8,5,38,52,14,87
2,5,38,50,32,54
5,5,38,50,29,67
18,5,38,48,34,42
5,5,38,47,101,63
8,5,38,47,44,49
2,5,38,47,25,67
5,5,38,45,49,62
5,5,38,45,44,69
5,5,38,45,44,61
10,5,38,45,44,50
10,5,38,43,58,72
5,5,38,43,48,66
5,5,38,43,45,78
8,5,38,43,42,69
5,5,38,43,32,77
8,5,38,43,28,60
2,5,38,42,44,85
2,5,38,42,43,79
5,5,38,40,104,55
5,5,38,40,43,79
18,5,38,38,61,62
2,5,38,38,50,81
15,5,38,38,49,76
12,5,38,37,51,63
38,5,38,37,47,71
2,5,38,37,37,66
10,5,38,37,36,57
5,5,38,35,77,68
8,5,38,35,61,60
2,5,38,35,24,57
8,5,38,33,118,75
5,5,38,33,71,77
15,5,38,32,80,53
2,5,38,32,67,78
2,5,38,32,50,77
8,5,38,32,49,80
2,5,38,32,48,83
8,5,38,32,47,54
2,5,38,32,31,83
12,5,38,30,118,56
15,5,38,30,87,58
2,5,38,30,51,77
2,5,38,30,40,59
8,5,38,30,37,77
8,5,38,30,32,61
12,5,38,28,54,73
8,5,38,28,33,69
5,5,38,28,31,73
5,5,38,27,77,63
10,5,38,27,61,79
2,5,38,27,42,54
2,5,38,25,71,77
5,5,38,25,71,69
8,5,38,25,49,77
5,5,38,25,37,46
2,5,38,25,32,77
8,5,38,25,31,64
2,5,38,23,84,79
5,5,38,23,77,78
0,5,38,23,50,49
2,5,38,23,44,55
5,5,38,23,43,64
2,5,38,23,27,56
8,5,38,22,61,80
8,5,38,22,44,77
8,5,38,20,90,55
10,5,38,20,64,54
2,5,38,20,44,57
5,5,38,20,41,59
5,5,38,17,58,66
2,5,38,15,80,52
8,5,38,15,67,60
2,5,37,60,48,66
5,5,37,55,74,72
5,5,37,55,46,62
5,5,37,55,38,72
8,5,37,53,51,60
10,5,37,52,84,53
5,5,37,52,44,70
5,5,37,52,12,68
2,5,37,50,61,81
5,5,37,50,43,54
5,5,37,50,30,78
8,5,37,48,51,56
5,5,37,48,47,77
2,5,37,48,38,62
10,5,37,47,51,75
5,5,37,47,31,71
5,5,37,47,22,69
10,5,37,43,77,67
5,5,37,43,46,51
5,5,37,43,41,58
10,5,37,43,38,66
5,5,37,43,32,75
20,5,37,42,47,49
15,5,37,40,50,52
2,5,37,40,44,62
20,5,37,40,44,67
2,5,37,40,38,69
5,5,37,40,31,81
5,5,37,40,27,76
10,5,37,38,58,77
5,5,37,38,51,72
5,5,37,38,51,63
18,5,37,38,51,74
5,5,37,38,38,69
12,5,37,38,38,74
2,5,37,38,35,63
5,5,37,38,31,69
2,5,37,38,25,57
5,5,37,37,97,55
5,5,37,37,67,79
5,5,37,37,64,57
8,5,37,37,47,52
5,5,37,37,45,77
8,5,37,37,29,60
5,5,37,37,26,67
8,5,37,35,97,54
2,5,37,35,44,66
2,5,37,35,35,54
2,5,37,35,35,61
5,5,37,33,136,72
8,5,37,33,115,75
5,5,37,33,61,70
8,5,37,33,43,72
5,5,37,33,42,81
8,5,37,33,38,52
10,5,37,32,115,62
2,5,37,32,77,50
2,5,37,32,71,61
12,5,37,32,48,63
5,5,37,32,42,97
2,5,37,32,35,60
8,5,37,30,100,46
8,5,37,30,80,56
2,5,37,30,61,61
0,5,37,30,51,61
10,5,37,30,44,59
5,5,37,30,38,61
2,5,37,30,37,71
10,5,37,28,93,56
10,5,37,28,87,58
2,5,37,28,48,72
2,5,37,28,42,85
8,5,37,28,39,67
2,5,37,27,34,66
8,5,37,25,174,72
2,5,37,25,80,59
5,5,37,25,40,74
5,5,37,25,40,60
5,5,37,23,129,63
0,5,37,23,49,72
2,5,37,23,49,77
5,5,37,23,46,80
8,5,37,23,40,72
5,5,37,22,71,55
5,5,37,22,51,79
2,5,37,22,44,51
2,5,37,22,33,74
2,5,37,22,27,59
5,5,37,20,45,77
2,5,37,20,37,50
10,5,37,18,132,84
2,5,37,18,32,29
5,5,37,17,136,74
5,5,37,15,51,69
8,5,37,15,35,71
8,5,37,10,129,62
2,5,37,7,43,82
10,5,36,61,38,45
2,5,36,60,90,62
10,5,36,58,44,71
18,5,36,58,44,86
8,5,36,58,38,67
2,5,36,57,32,56
22,5,36,54,58,54
5,5,36,54,50,62
12,5,36,50,126,70
12,5,36,48,80,61
2,5,36,48,71,66
10,5,36,48,48,64
2,5,36,48,34,71
12,5,36,47,64,67
5,5,36,47,32,77
8,5,36,47,23,79
8,5,36,45,156,68
5,5,36,45,44,58
5,5,36,45,41,74
2,5,36,43,122,59
2,5,36,43,41,82
5,5,36,43,41,68
8,5,36,42,44,62
2,5,36,40,44,45
2,5,36,40,39,52
5,5,36,40,34,56
8,5,36,40,29,63
18,5,36,40,22,76
2,5,36,38,41,66
5,5,36,38,31,62
10,5,36,37,50,82
2,5,36,37,47,52
5,5,36,37,47,70
2,5,36,37,46,47
5,5,36,37,41,53
5,5,36,35,80,79
2,5,36,35,37,70
10,5,36,33,101,64
2,5,36,33,97,58
5,5,36,33,84,61
5,5,36,33,50,81
8,5,36,33,40,65
0,5,36,33,29,60
5,5,36,33,29,55
8,5,36,32,90,67
5,5,36,32,80,70
28,5,36,32,80,66
5,5,36,32,74,79
2,5,36,32,58,66
5,5,36,32,45,56
2,5,36,32,36,69
2,5,36,32,34,55
5,5,36,30,100,66
5,5,36,30,71,89
2,5,36,30,42,84
5,5,36,30,38,58
2,5,36,27,49,70
5,5,36,27,45,63
8,5,36,27,41,69
2,5,36,27,40,56
5,5,36,25,118,60
10,5,36,25,51,74
5,5,36,25,49,72
2,5,36,25,16,58
12,5,36,23,104,52
8,5,36,23,101,65
5,5,36,23,67,70
5,5,36,23,42,51
5,5,36,22,50,78
2,5,36,22,49,77
5,5,36,20,64,86
5,5,36,20,61,77
5,5,36,20,58,70
2,5,36,20,39,54
2,5,36,17,97,69
8,5,36,17,40,68
2,5,36,8,146,64
2,5,36,3,44,62
5,5,35,62,39,67
2,5,35,59,38,45
5,5,35,58,51,46
5,5,35,58,47,68
8,5,35,57,42,71
2,5,35,57,41,52
5,5,35,57,32,53
2,5,35,57,24,48
5,5,35,56,64,53
25,5,35,56,38,70
10,5,35,55,46,66
2,5,35,55,37,62
12,5,35,54,49,63
2,5,35,53,46,64
5,5,35,52,80,56
18,5,35,52,40,75
2,5,35,52,15,72
5,5,35,51,44,65
5,5,35,50,100,65
2,5,35,50,31,68
60,5,35,48,42,56
2,5,35,48,33,49
2,5,35,48,32,65
2,5,35,48,20,62
5,5,35,47,90,49
2,5,35,47,51,39
5,5,35,47,49,58
2,5,35,47,28,56
5,5,35,45,87,52
8,5,35,45,44,56
2,5,35,45,41,71
2,5,35,42,44,73
5,5,35,42,43,51
8,5,35,42,41,57
2,5,35,40,40,67
38,5,35,40,40,63
2,5,35,40,39,61
2,5,35,40,37,52
5,5,35,38,80,64
2,5,35,38,26,70
2,5,35,37,54,70
15,5,35,37,47,69
5,5,35,37,45,55
2,5,35,37,44,65
5,5,35,37,39,74
2,5,35,37,37,69
5,5,35,37,31,56
10,5,35,35,97,45
12,5,35,35,54,58
8,5,35,35,41,67
15,5,35,33,104,50
15,5,35,33,71,63
12,5,35,33,50,60
5,5,35,33,45,59
5,5,35,32,150,64
8,5,35,32,58,49
2,5,35,32,49,67
5,5,35,32,47,67
0,5,35,32,43,65
8,5,35,30,49,65
5,5,35,30,42,56
8,5,35,30,42,63
2,5,35,30,39,71
5,5,35,28,61,49
5,5,35,28,45,67
2,5,35,28,38,61
5,5,35,28,31,59
8,5,35,27,64,64
12,5,35,27,50,53
8,5,35,27,43,52
5,5,35,25,67,53
8,5,35,25,41,52
5,5,35,25,39,45
2,5,35,25,31,69
5,5,35,23,122,71
2,5,35,22,74,56
2,5,35,22,42,64
2,5,35,20,77,65
2,5,35,20,77,55
2,5,35,20,49,73
2,5,35,20,49,67
5,5,35,20,32,34
2,5,35,18,146,72
5,5,35,18,126,62
15,5,35,18,84,56
2,5,35,18,38,65
5,5,35,17,118,69
0,5,35,15,50,68
2,5,35,13,44,72
8,5,35,13,43,79
2,5,35,10,43,52
2,5,35,8,61,70
5,5,34,63,80,64
10,5,34,55,48,77
5,5,34,55,43,66
18,5,34,54,54,57
8,5,34,54,29,49
5,5,34,53,49,56
5,5,34,53,48,42
5,5,34,52,126,60
12,5,34,52,90,69
5,5,34,52,48,43
5,5,34,48,74,63
38,5,34,47,71,73
2,5,34,47,44,75
2,5,34,47,31,75
8,5,34,45,87,61
12,5,34,45,84,56
5,5,34,45,44,72
8,5,34,43,61,49
5,5,34,43,37,61
2,5,34,43,23,77
10,5,34,42,67,65
2,5,34,42,49,59
2,5,34,42,44,41
5,5,34,42,41,48
42,5,34,42,37,68
12,5,34,40,37,71
5,5,34,40,33,63
5,5,34,40,29,63
15,5,34,38,146,59
5,5,34,38,36,85
2,5,34,38,34,66
2,5,34,38,32,56
5,5,34,38,32,73
2,5,34,38,28,65
5,5,34,38,26,54
12,5,34,37,61,65
22,5,34,37,48,58
5,5,34,37,45,65
2,5,34,37,31,79
5,5,34,35,115,62
5,5,34,35,50,65
5,5,34,35,48,70
2,5,34,35,39,67
2,5,34,35,38,63
5,5,34,35,34,65
2,5,34,35,30,51
5,5,34,35,28,64
35,5,34,35,27,66
5,5,34,33,84,63
5,5,34,30,36,74
5,5,34,28,28,69
2,5,34,28,16,37
8,5,34,27,87,76
5,5,34,27,77,52
5,5,34,27,64,65
5,5,34,27,44,53
5,5,34,27,40,54
2,5,34,27,19,61
2,5,34,25,122,63
5,5,34,25,54,62
2,5,34,25,32,58
5,5,34,23,33,43
2,5,34,23,31,72
8,5,34,22,42,72
2,5,34,20,122,56
2,5,34,20,80,74
8,5,34,20,45,87
0,5,34,20,38,56
8,5,34,20,36,53
10,5,34,17,84,62
2,5,34,17,48,71
2,5,34,13,93,55
2,5,34,13,39,74
2,5,34,10,46,71
2,5,34,8,67,60
2,5,33,61,43,52
10,5,33,58,38,63
5,5,33,55,38,58
22,5,33,55,33,55
5,5,33,55,28,65
5,5,33,54,14,69
5,5,33,53,64,65
15,5,33,52,54,75
8,5,33,52,25,72
5,5,33,51,30,56
5,5,33,50,44,63
5,5,33,48,44,57
5,5,33,48,43,47
2,5,33,47,38,52
2,5,33,47,31,74
10,5,33,45,143,71
8,5,33,45,38,65
2,5,33,43,37,54
5,5,33,42,51,49
10,5,33,42,48,47
5,5,33,42,43,58
2,5,33,42,38,56
5,5,33,40,100,55
8,5,33,40,71,79
10,5,33,40,67,52
5,5,33,40,45,61
2,5,33,40,27,51
5,5,33,38,118,62
10,5,33,38,87,56
5,5,33,38,48,55
12,5,33,38,40,56
2,5,33,38,33,50
10,5,33,38,31,63
2,5,33,38,19,67
12,5,33,37,77,61
2,5,33,35,115,57
2,5,33,35,67,63
2,5,33,35,64,64
8,5,33,35,44,80
5,5,33,35,31,59
15,5,33,33,44,49
2,5,33,33,33,60
28,5,33,32,93,54
10,5,33,32,74,58
8,5,33,32,64,40
2,5,33,32,58,59
2,5,33,32,46,54
5,5,33,32,44,70
8,5,33,32,43,57
20,5,33,30,90,68
2,5,33,30,54,78
5,5,33,30,42,61
2,5,33,30,36,61
10,5,33,30,24,59
8,5,33,28,74,73
5,5,33,28,64,80
8,5,33,28,30,77
2,5,33,25,51,51
5,5,33,25,39,54
5,5,33,25,29,56
8,5,33,23,80,77
2,5,33,23,37,52
10,5,33,23,25,49
12,5,33,22,58,57
2,5,33,20,35,51
2,5,33,17,61,73
8,5,33,17,48,50
2,5,33,13,41,82
2,5,33,12,40,25
2,5,32,58,48,72
5,5,32,57,30,66
5,5,32,55,39,48
8,5,32,54,40,67
5,5,32,53,43,61
5,5,32,53,33,61
5,5,32,52,104,53
5,5,32,52,84,61
15,5,32,52,47,54
2,5,32,52,40,60
8,5,32,52,37,69
2,5,32,50,26,64
12,5,32,48,143,64
15,5,32,48,64,62
8,5,32,48,44,57
5,5,32,47,50,60
2,5,32,47,40,64
8,5,32,45,164,69
5,5,32,45,38,50
5,5,32,43,50,66
5,5,32,43,44,68
2,5,32,43,34,55
15,5,32,42,46,60
0,5,32,42,35,56
2,5,32,40,50,51
18,5,32,40,49,59
2,5,32,40,36,63
5,5,32,40,31,57
10,5,32,40,27,64
2,5,32,38,74,63
2,5,32,38,44,53
2,5,32,38,19,58
5,5,32,37,71,43
5,5,32,37,58,58
8,5,32,37,35,50
2,5,32,37,32,66
5,5,32,35,47,58
20,5,32,35,46,69
8,5,32,35,44,48
8,5,32,33,43,75
8,5,32,33,40,55
5,5,32,32,48,55
5,5,32,32,44,52
5,5,32,32,43,62
2,5,32,32,38,55
2,5,32,32,37,63
2,5,32,32,32,54
8,5,32,32,31,70
8,5,32,30,44,73
2,5,32,30,43,61
2,5,32,30,25,44
2,5,32,28,58,54
8,5,32,28,58,66
5,5,32,28,49,50
8,5,32,28,40,53
8,5,32,28,34,50
5,5,32,27,58,71
2,5,32,27,54,70
8,5,32,27,35,53
2,5,32,27,29,67
5,5,32,25,51,60
5,5,32,25,46,67
12,5,32,25,24,48
2,5,32,22,44,61
0,5,32,22,24,56
8,5,32,20,30,55
5,5,32,18,112,54
5,5,32,18,104,70
59,5,32,18,47,63
5,5,32,17,51,47
2,5,32,17,37,76
2,5,32,13,47,55
2,5,32,10,67,57
5,5,32,8,48,61
28,5,31,56,58,60
5,5,31,56,47,35
2,5,31,55,50,61
8,5,31,55,44,65
2,5,31,55,31,56
5,5,31,54,46,38
2,5,31,53,34,67
8,5,31,52,46,45
2,5,31,52,33,47
0,5,31,52,32,36
8,5,31,51,50,55
2,5,31,51,49,64
2,5,31,51,44,42
8,5,31,51,43,57
5,5,31,50,44,58
2,5,31,47,48,59
2,5,31,47,41,55
2,5,31,47,36,53
5,5,31,47,31,54
12,5,31,45,61,54
