pH,Cond,Turb,SS,class
8.9,585,12.5,17.5,0
8.5,207,23.5,17.5,0
7.7,690,15,17.3,1
8.4,422,26,17.2,1
7.7,694,18.1,17.2,1
8.9,656,9.2,17.2,0
8.8,1010,10,17.2,0
9.2,380,18,17,1
8.5,494,14.4,17,0
9.2,639,17.9,17,0
7.9,651,17.2,17,0
8.4,468,19,17,0
8.4,787,17,16.9,0
7.6,695,12,16.8,1
9.1,713,15,16.7,0
7.3,1400,16.8,16.7,0
8.8,536,8,16.6,0
8.7,527,10.7,16.5,1
9,563,12.6,16.5,0
7.2,314,22,16.5,0
8.6,1000,12,16.4,0
8.3,260,18,16.4,0
8.5,577,7.1,16.3,1
7.9,394,17,16.2,0
7.9,652,8.9,16.2,0
8,508,16,16.2,0
8.3,284,12,16.2,0
7.5,865,10,16.1,1
9.8,623,13,16.1,1
7.5,553,15,16.1,0
7.4,166,15,16.1,0
8.2,432,15,16,0
8.2,736,16,16,0
8.7,1350,8.6,16,0
9.1,707,10.3,16,0
8.5,980,15,15.9,0
8.1,579,14,15.9,0
8.6,1230,9.6,15.8,0
8.1,265,2.3,15.8,0
7.4,632,9.4,15.7,1
7.5,631,24,15.7,0
8,203,65,15.7,0
7.6,450,15,15.6,0
8,444,16,15.6,0
8.6,932,8.1,15.6,0
7.9,655,12,15.6,0
8.6,1110,6.8,15.6,0
8,717,20.2,15.5,1
8.3,858,11.8,15.5,0
8.2,648,10.3,15.5,0
8.4,685,8.6,15.5,0
7.5,784,11,15.4,1
7.5,643,11,15.4,1
9,390,14,15.4,0
8.4,452,19,15.4,0
9.2,673,7.6,15.3,0
8.4,478,12,15.3,0
8.7,423,21.1,15.2,1
8.7,904,10,15.2,0
8.5,1330,21,15.2,0
8.6,1670,9.4,15.2,0
8.5,640,8.6,15.1,0
8.3,412,12,15.1,0
8.9,555,15.1,15,1
7.4,311,23.2,15,1
7.2,325,12.8,15,0
9,770,13.1,15,0
8,440,15.3,15,0
8.8,609,17,14.9,0
9,617,18,14.8,0
8.7,1420,9.9,14.8,0
7.9,816,20.6,14.8,0
8.8,571,14.5,14.7,0
7.4,625,14,14.6,1
7.7,424,16,14.6,0
9.3,551,7.9,14.6,0
8.8,736,15,14.6,0
8.9,643,23.1,14.5,0
8.4,477,14,14.5,0
8.2,315,21,14.5,0
7.6,694,11,14.4,1
8.7,814,7.2,14.4,0
9,308,19.9,14.3,0
8.6,373,14.7,14.3,0
8.5,2140,11,14.3,0
8,190,40,14.3,0
8.4,664,20.3,14.2,1
8.6,1420,27.6,14.2,1
8.9,403,14,14.2,0
8.3,471,17,14.2,0
8.7,1160,4.3,14.2,0
7.6,550,9.8,14.1,1
8.7,250,26,14.1,0
8.2,2180,13.3,14.1,0
7.6,735,7.7,14,1
9.2,754,14.2,14,1
9.5,718,18.2,14,1
7.2,527,14.6,14,1
8.4,977,15,14,0
8.5,743,13,14,0
8.9,346,18.4,14,0
9.1,858,7.5,14,0
7.7,707,11.9,14,0
7.7,306,20,14,0
8.4,293,14,14,0
8.8,277,11,13.9,0
8.3,449,17,13.9,0
7.6,782,13,13.8,1
8,799,16,13.8,0
8.1,471,14,13.8,0
7.9,721,5.8,13.8,0
9,359,27.3,13.7,0
8.3,1040,5.9,13.7,0
7.6,519,10,13.6,1
8.3,946,9.4,13.6,0
9.4,527,12.3,13.5,0
8.2,314,6.7,13.5,0
8.8,1010,11.5,13.5,0
8.5,798,5.7,13.5,0
8.4,1880,9.9,13.5,0
7.8,696,6.6,13.5,0
8,209,65,13.5,0
7.5,616,12,13.4,1
8.1,603,10,13.4,1
8.4,1450,6.9,13.4,0
9.1,229,6.5,13.4,0
8.5,538,5.7,13.3,0
8.2,535,11,13.3,0
8,192,36,13.3,0
7.8,669,12,13.2,0
8,199,38,13.2,0
7.4,250,55,13.2,0
8.4,928,9.3,13.1,0
7.9,513,13,13.1,0
7.5,722,17.1,13,1
7.6,642,12.5,13,0
7.5,341,18.3,13,0
7.5,643,9.9,13,0
8.9,562,9.1,13,0
7.5,1000,15.6,13,0
8.7,658,10.3,13,0
8.4,643,10,13,0
9.2,618,11.8,13,0
8.2,410,12,12.9,0
7.3,564,6.9,12.8,1
7.6,625,11,12.7,0
7.4,511,13,12.7,0
8.2,418,5.5,12.7,0
7.5,519,8.4,12.6,1
8,576,6.3,12.6,0
8.6,2000,9.2,12.6,0
7.8,505,9.2,12.6,0
8.2,182,18,12.6,0
8,281,5.9,12.6,0
9.3,574,16.3,12.5,0
9.3,671,13.8,12.5,0
7.8,803,8.4,12.5,0
8.4,684,6.9,12.5,0
7.5,520,11,12.4,1
8.1,762,4.9,12.4,1
8.6,675,13.2,12.4,0
9.4,730,4.5,12.4,0
9.2,664,10.2,12.4,0
8.2,476,15,12.4,0
8.4,781,13,12.4,0
8.4,1460,13,12.4,0
8.2,765,11.1,12.3,0
8.1,555,4.8,12.3,0
7.2,265,30,12.3,0
8.4,358,7,12.3,0
8.3,260,16,12.3,0
8.5,732,6.3,12.2,0
9.3,679,12.2,12.2,0
8.6,983,7.1,12.2,0
8.6,915,4.7,12.2,0
8.1,400,17,12.2,0
8.6,244,26,12.1,0
8.2,949,9.8,12.1,0
8.1,313,11,12.1,0
8.7,1110,8.8,12.1,0
6.9,180,19.3,12,0
8.8,472,12.4,12,0
8.3,858,14,12,0
8.6,1020,6.1,12,0
8.6,692,3.5,12,0
8.1,459,14,12,0
8.2,413,9.2,12,0
8,379,17,11.9,0
7.4,931,5.8,11.8,1
9.3,646,6.7,11.8,0
8.5,601,7,11.8,0
8,599,9.7,11.7,1
8.1,669,7.4,11.7,0
8.4,945,9.8,11.7,0
8.1,661,6.4,11.7,0
8,502,10,11.7,0
8.1,460,13,11.7,0
8.2,414,9.6,11.7,0
7.9,1020,12,11.6,0
8.3,831,11.4,11.6,0
9.5,848,7.5,11.6,0
7.9,534,7.8,11.6,0
8.5,1610,9.3,11.6,0
8.5,186,16,11.6,0
7.4,387,12.3,11.5,1
8.8,439,17,11.5,0
8.1,518,10,11.5,0
8.2,408,5.7,11.5,0
8.4,519,9.5,11.5,0
8.7,567,5.9,11.4,0
8.3,368,8.2,11.4,0
8.4,312,13,11.4,0
9.2,253,7.4,11.3,0
8,396,16,11.3,0
8,408,11,11.3,0
8.2,765,19.5,11.2,1
9.6,477,12.8,11.2,1
9,848,9.6,11.2,0
8.5,1560,7.9,11.2,0
8.3,558,9.4,11.1,1
7.4,479,15,11.1,0
8.7,546,12,11.1,0
8.3,773,6.3,11.1,0
7.5,547,7.5,11,1
9.6,681,6.1,11,1
8.8,390,15.3,11,0
7.4,513,13,11,0
8.1,554,7.8,11,0
8.2,645,7.1,11,0
8.7,805,11.6,11,0
9.3,743,9.8,11,0
7.8,733,7.4,11,0
9.2,122,17,11,0
8,269,8,11,0
8.3,651,10.2,10.9,0
8.5,413,38.1,10.8,1
7.8,597,13.5,10.8,0
8.4,687,5.6,10.8,0
8.3,815,8.6,10.8,0
8.4,470,13,10.8,0
8.6,1030,5.6,10.8,0
7.6,188,17,10.8,0
9,227,5.6,10.8,0
8.2,661,6.1,10.7,0
7.4,512,14,10.7,0
8.7,655,6.2,10.7,0
7.5,648,9.5,10.6,1
8.7,699,10,10.6,0
8.2,334,12,10.6,0
8.7,558,6.3,10.6,0
8.1,453,11,10.6,0
8.2,194,8.2,10.6,0
8.2,422,13,10.6,0
7.4,665,6.9,10.5,1
7.9,773,15.9,10.5,0
8.5,1950,9.2,10.5,0
9.1,166,5.7,10.5,0
9,342,19.5,10.4,0
7.4,323,60,10.4,0
9.3,1190,4.3,10.4,0
8.3,267,16,10.4,0
8.6,254,3.8,10.4,0
7.6,838,6.5,10.3,0
8.7,555,12.5,10.3,0
8.2,671,7.1,10.3,0
8.3,757,7.1,10.3,0
8.5,886,6.5,10.3,0
8.4,275,13,10.3,0
8.6,874,4.2,10.3,0
7.5,544,6.2,10.2,1
7.4,586,5.6,10.2,1
7.4,727,8.9,10.2,1
7.3,502,12,10.2,1
7.6,709,10.1,10.2,1
9.1,664,11.2,10.2,0
9,632,5.2,10.2,0
8.6,398,14,10.2,0
8.7,928,6.3,10.2,0
8,471,9.2,10.2,0
8.6,868,3.1,10.2,0
7.9,486,9.5,10.2,0
8.2,382,8.5,10.2,0
7.5,628,6.3,10.1,1
9.3,225,24.8,10.1,0
7.1,317,8.1,10.1,0
7.5,235,17,10.1,0
7.6,182,15,10.1,0
8.4,379,9.7,10.1,0
9.2,561,13.9,10,0
9,742,6.5,10,0
8.2,697,7.3,10,0
8.2,374,10,10,0
8.3,259,15,10,0
8.5,329,10,9.9,0
8.2,409,16,9.9,0
8.5,871,5.8,9.8,0
8.5,703,5.4,9.8,0
8.1,516,8.3,9.8,0
8,982,11.1,9.8,0
8.1,448,9.1,9.8,0
8.9,625,12,9.7,0
8.6,1030,6.8,9.7,0
9.6,525,3.8,9.7,0
7.7,267,8.8,9.7,0
8.3,298,13,9.7,0
8,193,32,9.7,0
8.2,323,8.8,9.7,0
7.5,631,9.7,9.6,1
6.7,979,9.1,9.6,0
8.3,277,16,9.6,0
8.8,1410,4.3,9.6,0
7.9,218,5,9.6,0
8.4,341,11,9.6,0
8.2,599,5.9,9.5,1
7.5,480,16,9.5,1
8.4,713,7.3,9.5,0
8.4,957,5.7,9.5,0
8.2,552,9.4,9.5,0
9.3,172,4.8,9.5,0
8.1,637,7.1,9.4,1
7.5,627,9.6,9.4,1
7.4,473,9.8,9.4,0
9.1,359,14,9.4,0
8.5,748,6.8,9.4,0
9.1,818,7.8,9.4,0
8.5,936,6.3,9.4,0
8.1,285,13,9.4,0
7.4,931,5.4,9.3,1
8.8,397,9.1,9.3,0
6.7,695,6.4,9.3,0
7.3,893,7.8,9.3,0
8.3,758,5.7,9.3,0
8.9,671,5,9.3,0
7.8,531,8.3,9.3,0
8.3,329,8.3,9.2,0
8.9,698,8.5,9.2,0
9.5,233,8,9.2,0
8.4,702,7.9,9.2,0
8.7,908,2.7,9.2,0
8.4,518,9.1,9.2,0
7.4,519,8.3,9.1,1
9.2,344,8.9,9.1,0
8.4,838,6.5,9.1,0
7.9,974,5.5,9.1,0
8.2,194,9.6,9.1,0
7.8,496,6.2,9.1,0
8.8,718,6,9,0
8.7,1070,6.2,9,0
8.4,693,7,9,0
8.6,414,7.5,9,0
8.8,225,8.9,9,0
8.2,225,7.9,9,0
8.7,975,3.8,9,0
7.1,251,9.6,8.9,0
8.4,390,12,8.9,0
8.5,220,5.9,8.9,0
8.6,249,8,8.9,0
8.6,713,6.5,8.8,0
8.1,196,11,8.8,0
7.8,356,5.3,8.8,0
8.5,262,13,8.8,0
8.6,440,8.4,8.8,0
8.6,235,7.3,8.8,0
8.2,572,9.3,8.8,0
9.5,183,5.3,8.8,0
8.3,360,8.6,8.8,0
8,217,10,8.8,0
7.4,761,9.7,8.7,0
8.4,631,9,8.7,0
8.2,472,6,8.7,0
8.7,781,8.9,8.6,0
8.8,591,8.4,8.6,0
7,201,9,8.6,0
8.3,359,8.7,8.6,0
8.5,350,3.4,8.6,0
8.3,312,9.5,8.6,0
7.8,362,9.2,8.6,0
8.2,467,25.2,8.5,1
7.5,520,8.9,8.5,1
8.4,638,4.8,8.5,0
9.2,621,8.6,8.5,0
8.7,607,4.4,8.5,0
8.7,514,4.8,8.5,0
8.2,273,5.1,8.5,0
6.4,837,7.9,8.5,0
8.6,203,10,8.5,0
8.4,271,3.3,8.5,0
9.2,539,7.4,8.4,0
8.2,943,8.4,8.4,0
8.6,265,13,8.4,0
9.5,181,5.1,8.4,0
9.1,754,8,8.4,0
8,445,8.1,8.4,0
8.4,258,9,8.4,0
8.4,340,9.7,8.4,0
8.2,325,7.7,8.4,0
7.2,99,9.5,8.4,0
7.4,754,7.6,8.3,0
7.8,869,5.8,8.3,0
8.4,268,13,8.3,0
8,762,7.2,8.3,0
8.6,249,10,8.3,0
8.7,617,7.6,8.2,0
9.1,577,4.2,8.2,0
8.7,748,10.2,8.2,0
8.6,611,10,8.2,0
8.7,940,6.1,8.2,0
8.2,399,13,8.2,0
8.2,413,8.1,8.2,0
8,319,8.5,8.2,0
8.6,270,8.3,8.2,0
8.1,430,7.8,8.2,0
8.1,422,9,8.2,0
8.1,318,4.3,8.2,0
9.1,338,5,8.1,0
8.3,712,3.4,8.1,0
7.4,201,8.2,8.1,0
9.2,527,11.8,8.1,0
8,907,7.1,8.1,0
9.1,301,4.3,8.1,0
8.2,269,3.1,8.1,0
8.3,799,6.4,8,0
8.3,598,7.9,8,0
8.1,917,6.1,8,0
7.4,769,7.4,8,0
8.8,823,5.2,8,0
7.1,726,8.8,8,0
8.9,644,4.6,8,0
8.2,534,7.7,8,0
8.1,195,7,8,0
8.6,317,7.1,8,0
8.4,308,11,8,0
8.5,363,13,8,0
8.7,745,11,7.9,0
8.6,813,5.8,7.9,0
8.6,958,5.6,7.9,0
8.4,873,5.8,7.9,0
9.3,181,3.9,7.9,0
8.1,323,5.7,7.9,0
8.5,1100,7.1,7.8,0
7.5,599,3.6,7.8,0
9.1,626,7,7.8,0
8.5,1260,5.5,7.8,0
8.4,467,8.5,7.8,0
8.1,448,8.1,7.8,0
7.5,334,7.2,7.8,0
8.2,230,6.8,7.8,0
8.7,416,5.6,7.8,0
8,369,6.1,7.8,0
8.4,274,9.3,7.8,0
7.5,940,3.8,7.7,1
9.2,639,6.9,7.7,0
8.3,470,5.9,7.7,0
8.6,184,15,7.7,0
7.6,627,6.4,7.6,0
8.4,668,6.3,7.6,0
8.8,226,4.4,7.6,0
9.5,213,8.1,7.6,0
8.4,470,8,7.6,0
8.1,457,8.2,7.6,0
8.3,492,9.1,7.6,0
9.1,304,3.4,7.6,0
8.6,437,4.9,7.6,0
9,164,4.5,7.6,0
7.6,715,4.5,7.5,0
8.2,714,6.3,7.5,0
8,477,7,7.5,0
8.3,259,8.1,7.5,0
8.5,375,3.5,7.5,0
9.4,548,13.1,7.4,1
8.2,207,2.3,7.4,0
9.2,177,3.9,7.4,0
8.4,358,8.5,7.4,0
9.1,303,3.4,7.4,0
8.8,410,7.3,7.4,0
8.2,549,6.2,7.3,0
8.7,657,8.8,7.3,0
8.5,377,5.1,7.3,0
8.2,352,4.9,7.3,0
7.6,607,9.2,7.2,0
8.3,632,3.8,7.2,0
8,343,13.9,7.2,0
8.3,278,5.9,7.2,0
8.3,786,7.7,7.2,0
7.8,695,9.1,7.2,0
8.1,192,7.3,7.2,0
8.3,270,9.2,7.2,0
8.2,213,9.4,7.2,0
8.3,695,4.9,7.1,0
8.3,646,5.7,7.1,0
8.2,794,11.8,7.1,0
9.1,190,5.6,7.1,0
7.5,503,6.1,7.1,0
9,218,4.7,7.1,0
8.5,422,4,7.1,0
8.3,273,5.1,7.1,0
8.2,364,4.8,7.1,0
8,773,7,7,0
8.3,804,6.1,7,0
8.9,831,4,7,0
7.7,705,7.2,7,0
8.7,407,6.1,7,0
8.5,607,5.1,7,0
8.4,635,4.8,7,0
8.5,390,11,7,0
8.3,392,11,7,0
9.1,177,2.8,7,0
8.4,466,4.8,7,0
8.4,230,8.2,7,0
8.4,1060,4.5,7,0
8.5,206,5.4,7,0
8.3,341,7.5,7,0
8.5,305,4.2,7,0
8.2,328,7,6.9,0
7.5,613,14.2,6.9,0
9.5,232,4.5,6.9,0
8.2,988,4.6,6.9,0
8.1,459,8.1,6.9,0
8.9,251,2.6,6.9,0
8.8,406,4.7,6.9,0
8.3,227,2.7,6.9,0
8.4,203,5,6.9,0
10.2,631,10.6,6.8,1
8.8,298,6.2,6.8,0
9,241,2.9,6.8,0
8,526,6.3,6.8,0
9.3,281,6.6,6.8,0
8.1,239,7.5,6.8,0
7.9,501,6.3,6.8,0
8.1,431,7.8,6.8,0
8.4,339,6.3,6.8,0
8,238,8.5,6.8,0
7.6,498,5.9,6.8,0
7.4,652,7.9,6.7,1
9.4,356,4,6.7,0
7.7,808,6.6,6.7,0
8.9,644,6.5,6.7,0
8.4,308,2.7,6.7,0
8.2,284,5.6,6.7,0
9,301,3.3,6.6,0
8.6,501,5.4,6.6,0
8.8,556,13,6.6,0
9,778,6.2,6.6,0
8.4,362,6.6,6.6,0
8.4,375,8.2,6.6,0
8.4,336,4.8,6.6,0
8.5,137,3.6,6.6,0
8.5,272,4.2,6.6,0
8.5,2660,1.8,6.6,0
8.5,290,6,6.6,0
8,496,4.7,6.6,0
8.4,250,9,6.6,0
9.4,650,5.6,6.5,0
8.1,1070,4.1,6.5,0
8.1,689,5.1,6.5,0
8.1,658,5.1,6.5,0
8,786,6.8,6.5,0
9.1,632,5.8,6.5,0
7.4,455,6.3,6.5,0
8.7,1440,5.4,6.5,0
8.6,816,4.5,6.5,0
8.1,554,5.7,6.5,0
8.4,375,8.8,6.5,0
7.4,624,6.9,6.4,0
9.1,629,10.9,6.4,0
9.1,617,4.2,6.4,0
8.6,952,5.1,6.4,0
8,268,12,6.4,0
8.4,295,8.4,6.4,0
8.3,480,7.9,6.4,0
8.3,237,5.1,6.4,0
8.3,425,5,6.4,0
8.4,265,9.5,6.4,0
8,505,7.6,6.4,0
8.8,407,5.9,6.4,0
8,465,7.6,6.4,0
7.8,263,7,6.4,0
8.3,273,5.4,6.4,0
8.4,268,8,6.4,0
7.9,377,6.9,6.3,0
9.3,567,3.1,6.3,0
8.9,662,7.4,6.3,0
7.8,631,4.2,6.3,0
8.8,209,4.6,6.3,0
9,789,4.8,6.3,0
8.7,461,5.3,6.3,0
8.2,284,4.6,6.3,0
9.3,179,3.6,6.3,0
8.8,217,9.2,6.3,0
8.2,562,4.8,6.3,0
7.2,714,6.6,6.2,0
8.3,637,4.9,6.2,0
9.1,182,4.2,6.2,0
8.2,301,5.7,6.2,0
8.3,246,6.5,6.2,0
8.7,218,6.9,6.2,0
8.1,234,2.8,6.2,0
8.5,340,3.5,6.2,0
8.7,1700,4.6,6.2,0
8.4,312,10,6.2,0
8.7,971,6.8,6.2,0
8.4,317,7.4,6.2,0
8.1,824,4,6.1,0
8.4,223,7.3,6.1,0
8.2,280,4.3,6.1,0
8.2,298,6.5,6.1,0
8.2,312,7.5,6.1,0
8.2,862,11.5,6,1
8.9,537,6,6,1
8.2,606,6,6,0
8.5,522,4.9,6,0
8.6,527,3.6,6,0
7.3,866,4.7,6,0
9.1,182,3.7,6,0
9,593,5.7,6,0
8.3,341,8,6,0
8.6,222,4.7,6,0
8.9,137,2.8,6,0
8.1,237,8,6,0
8.4,356,6.5,6,0
9.1,227,4.2,6,0
7.5,555,7.6,5.9,0
8.6,523,3.3,5.9,0
8.6,745,4.6,5.9,0
8.3,337,5.3,5.9,0
8.3,248,7.3,5.9,0
8.6,404,4.5,5.9,0
9.7,583,13,5.8,0
8.4,501,4.7,5.8,0
7.4,323,4.4,5.8,0
7.9,711,4.2,5.8,0
7.8,713,5.9,5.8,0
8.2,456,5.8,5.8,0
9,210,6,5.8,0
8.5,378,7.7,5.8,0
8.2,884,3.7,5.8,0
8.4,627,3.3,5.8,0
7.8,810,5.2,5.8,0
8.4,463,3.9,5.8,0
8.4,453,6.6,5.8,0
8.1,196,7.6,5.8,0
7.4,333,4.4,5.8,0
8.8,303,1.6,5.8,0
8.1,211,6.8,5.8,0
9.2,1140,25,5.7,1
9.1,572,10.8,5.7,0
9,635,5.8,5.7,0
8.5,465,3.3,5.7,0
7.2,228,5.3,5.7,0
7.9,649,3.1,5.7,0
8.6,254,2.8,5.7,0
8.1,522,5.7,5.7,0
8,483,6,5.7,0
8.6,195,2.5,5.7,0
7.9,629,4.2,5.7,0
8.6,251,18.7,5.6,0
8.2,366,6,5.6,0
8.6,777,5.1,5.6,0
8.9,222,4,5.6,0
8.2,603,3.9,5.6,0
8.5,257,2,5.6,0
8.2,203,3.8,5.6,0
8.9,258,3.1,5.6,0
8.8,84,3.3,5.6,0
8.1,467,5.1,5.6,0
8.7,1100,4.4,5.6,0
8.3,362,8.9,5.6,0
7,90,2.5,5.6,0
7.5,849,3.8,5.5,0
8.4,562,6.2,5.5,0
8.8,211,4,5.5,0
8.1,700,4,5.5,0
8.6,224,5.4,5.5,0
8,220,4.4,5.5,0
8.6,337,1.9,5.5,0
8.2,312,7.8,5.5,0
8.2,327,5.4,5.5,0
8.4,1620,4.3,5.4,0
8.3,896,5,5.4,0
8.3,274,4.6,5.4,0
8.3,318,2.6,5.4,0
8.6,370,3.3,5.4,0
8.6,373,5,5.4,0
8.7,392,1.9,5.4,0
8.7,183,2.7,5.4,0
8.5,335,5.1,5.4,0
8.2,464,8.3,5.4,0
8.6,399,3.3,5.4,0
8.2,472,6,5.4,0
8,236,2.2,5.4,0
8,618,7.7,5.3,0
9.3,873,3.4,5.3,0
9.1,598,5.4,5.3,0
8.5,258,2.4,5.3,0
8.3,476,7.1,5.3,0
8.4,846,3,5.3,0
8,462,6,5.3,0
8.9,832,2.7,5.3,0
8.7,258,4,5.3,0
8.3,448,8,5.3,0
8.2,326,5.4,5.3,0
9,205,2.4,5.3,0
8,257,2.9,5.3,0
9.6,554,15.8,5.2,0
7.2,235,7.4,5.2,0
8.6,493,4.7,5.2,0
8.8,350,6.2,5.2,0
9.2,256,3.2,5.2,0
8.5,277,3.8,5.2,0
8,619,4.3,5.2,0
8.3,526,4.7,5.2,0
8.2,735,4.3,5.2,0
8.7,317,3.3,5.2,0
8.5,184,3.7,5.2,0
8.4,302,6.7,5.2,0
8.3,332,4.3,5.2,0
8.1,468,4.8,5.2,0
8,385,5.9,5.2,0
8.1,533,4.8,5.2,0
8.4,1830,3.8,5.2,0
8.4,502,5.1,5.2,0
8.1,474,6.3,5.2,0
8.5,290,6,5.2,0
9.9,173,4.8,5.2,0
7.6,276,3.9,5.2,0
8.3,300,2.9,5.2,0
7.7,624,4.1,5.1,0
8.4,263,2,5.1,0
9,319,2.9,5.1,0
8.8,294,2.9,5.1,0
8.1,534,5.2,5.1,0
8.2,211,6.8,5.1,0
7.9,258,4.9,5.1,0
8.2,412,5.3,5.1,0
8.5,341,4.7,5.1,0
8.1,452,5.9,5.1,0
7.6,571,3.7,5.1,0
8.6,252,4.5,5.1,0
8.6,467,4.4,5.1,0
8.4,450,5.5,5.1,0
8,239,6.7,5.1,0
9.1,201,2.9,5.1,0
8.3,396,2.8,5.1,0
8.3,344,4.2,5,0
7.3,256,3.8,5,0
8.3,910,4.7,5,0
7.5,795,4.6,5,0
9.3,217,3.6,5,0
8.7,667,4.2,5,0
8.6,302,1.8,5,0
8.6,333,3.5,5,0
7.9,258,4.6,5,0
8.3,242,6.6,5,0
9.1,262,2.9,5,0
8.4,371,4.8,5,0
9.3,126,5.3,5,0
7.9,529,5.7,5,0
8.2,547,5.5,5,0
9,227,4.3,5,0
8.6,439,4.4,5,0
8.2,493,3.5,5,0
7.9,288,4.3,5,0
8,485,5.3,5,0
7.9,399,3.8,4.9,0
8.8,296,2.6,4.9,0
8.3,696,2.9,4.9,0
7.6,528,4.5,4.9,0
8.5,229,3.9,4.9,0
8.3,307,4.6,4.9,0
8.1,811,3.1,4.8,0
7.4,651,3.1,4.8,0
8.2,365,5.6,4.8,0
9.4,164,2.7,4.8,0
8.7,902,4.5,4.8,0
9.3,220,3.7,4.8,0
7.6,419,3.3,4.8,0
8.8,209,6.6,4.8,0
8.7,209,5.4,4.8,0
8.2,251,3.8,4.8,0
8.9,203,2.8,4.8,0
7.6,241,3.1,4.8,0
8,503,3.8,4.8,0
8.7,369,4.2,4.8,0
7.8,377,6.3,4.8,0
7.6,337,5.6,4.8,0
8.5,360,6.1,4.8,0
8.2,286,3.5,4.8,0
8.1,329,4.3,4.8,0
8.8,305,2,4.8,0
8.4,1200,4.6,4.8,0
7.8,283,3.9,4.8,0
8.4,324,3.6,4.8,0
8.1,80,3,4.8,0
8.4,361,2.6,4.8,0
7.9,768,3.3,4.7,0
9,237,3.6,4.7,0
8.6,1300,2.9,4.7,0
8.6,583,6.5,4.7,0
9.3,196,4.6,4.7,0
9,244,2.3,4.7,0
8.6,376,4,4.7,0
8.4,491,4.8,4.7,0
8.3,293,3.7,4.7,0
9.1,193,2.6,4.7,0
7.9,285,2.9,4.7,0
7.9,280,4.4,4.7,0
8.5,275,3.2,4.7,0
8.1,211,4.5,4.7,0
8.7,307,4.1,4.6,0
7.7,762,6.7,4.6,0
8.8,218,3.8,4.6,0
7.9,368,3.5,4.6,0
8.5,222,3.4,4.6,0
8.6,255,3.9,4.6,0
8,521,4.1,4.6,0
8.2,778,3.6,4.6,0
8.6,242,2.8,4.6,0
8.7,156,2.7,4.6,0
8.5,277,4.6,4.6,0
7.8,202,7.1,4.6,0
8.7,157,2.6,4.6,0
8.5,245,2.8,4.6,0
7.7,260,5.5,4.6,0
8.6,288,6,4.6,0
8.2,308,4.4,4.6,0
8.9,224,3.2,4.6,0
8.1,331,3.4,4.6,0
8,279,5.4,4.6,0
8.7,441,3,4.6,0
8.2,281,2.7,4.6,0
7.9,287,4.5,4.6,0
8.2,257,5.7,4.6,0
8.2,314,4.7,4.6,0
8.3,401,3.5,4.6,0
7.4,518,4.8,4.5,0
8.5,250,3,4.5,0
7.5,765,4,4.5,0
8.3,259,5,4.5,0
8.3,315,5.4,4.5,0
8.4,309,4.8,4.5,0
8.5,273,5.3,4.5,0
8.2,362,4.2,4.5,0
8.1,305,2,4.5,0
8.6,586,4.3,4.5,0
6.6,71,4.6,4.5,0
9.3,786,7.2,4.4,1
8.8,301,2.6,4.4,0
8.2,353,4.5,4.4,0
8.9,635,4.5,4.4,0
8.3,319,3.4,4.4,0
7.6,211,6,4.4,0
8.7,239,5.1,4.4,0
8.3,1880,3.6,4.4,0
8.7,341,2.7,4.4,0
9.1,262,2.4,4.4,0
8.4,295,2.9,4.4,0
8.4,404,6.8,4.4,0
8.7,211,3.6,4.4,0
8.1,517,3.1,4.4,0
8.3,473,7,4.4,0
8.6,179,2.5,4.4,0
8.3,412,4.6,4.4,0
7.9,505,3.4,4.4,0
8.3,210,6.9,4.4,0
8.2,277,5,4.4,0
7.9,387,4.8,4.4,0
8.4,362,7.9,4.4,0
9.9,177,4,4.4,0
8.4,332,4,4.4,0
8.3,398,3.6,4.4,0
7.9,215,4.4,4.4,0
8.9,257,3.1,4.3,0
8.2,502,2.8,4.3,0
8.2,253,4.7,4.3,0
9.3,199,3.9,4.3,0
8.3,318,3.8,4.3,0
8.6,333,5,4.3,0
8.3,222,4.6,4.3,0
8.5,343,2.4,4.3,0
8.4,334,5.4,4.3,0
8.6,297,1.3,4.3,0
8.5,249,3.1,4.3,0
8.8,955,7.8,4.2,0
8.1,352,4.4,4.2,0
8.9,246,2,4.2,0
8.1,704,4.7,4.2,0
7.2,120,3.4,4.2,0
8.7,348,2.9,4.2,0
8,1530,5.7,4.2,0
9.2,620,6,4.2,0
8.9,295,4.9,4.2,0
8.5,960,2.5,4.2,0
8.2,320,5.1,4.2,0
8.3,410,3.9,4.2,0
8.2,210,4.8,4.2,0
9.3,132,4.5,4.2,0
8.5,942,3.7,4.2,0
8.6,211,3.2,4.2,0
8.9,139,2.8,4.2,0
8.2,473,6,4.2,0
8.9,141,6.3,4.2,0
9.3,198,4.7,4.2,0
8.9,264,3.5,4.2,0
8.5,230,3.2,4.2,0
8,214,3.2,4.2,0
8.5,301,4.2,4.2,0
6.6,582,3.3,4.2,0
7.5,371,4,4.2,0
8.2,212,6.3,4.2,0
9.1,183,4.1,4.2,0
8.4,256,4.2,4.2,0
8.4,286,4.3,4.2,0
8.4,415,15.7,4.1,0
8.8,302,3.4,4.1,0
8.4,684,4.4,4.1,0
7.3,526,2.2,4.1,0
9.2,702,2.4,4.1,0
7.4,683,4.2,4.1,0
8.8,295,2.6,4.1,0
8.1,291,3,4.1,0
9.3,198,4.3,4.1,0
8.2,265,4.5,4.1,0
9.1,200,2.4,4.1,0
